novel_author,novel_introduction,novel_name,novel_redu,novel_shoucang,novel_startdate,novel_status,novel_tag,novel_updatedate,novel_url,novel_zishu 
落水无情,"内容可视为佣兵篇，大致围绕薇拉进行。
之前由于写多了，有空板，如果不便请见谅。",永七·时之破灭,4.9万,23,2018-08-09 08:12,"
                        
                            已完结                    ",幻想|异界|永远的7日之都,2018-08-17 04:04,http://www.linovel.net/book/105115.html,1.2万
Hans Age,超级清新暖萌的校园日常！适合在不开心的时候观看，陪可爱的汉斯共同走过三年时光！,True Stories,1.4万,8,2018-08-17 11:09,"
                        
                            连载中                    ",恋爱|校园,2018-08-17 11:18,http://www.linovel.net/book/105309.html,3223
阵内焰,"漫展邂逅从天而降小裤裤的少年因此对少女一见钟情，而隐藏身份的转学“少女”更是苦恼于这不期而遇的巧合。
无法说出口的事实，性别下隐藏的“真实”一旦暴露就是死刑！阴差阳错的误会，男装女装都有绝对不能暴露的“秘密”！
在充满未知的明天里，少男少女们的人生朝着无法预料的未来发展，这是懵懂少年之于梦想，之于爱，之于人生的青春之旅。",不想错过你,144.3万,1642,2017-06-26 20:37,"
                        
                            连载中                    ",恋爱|搞笑|日常|校园|伪娘|第二回新人赏  长篇组,2018-08-17 11:30,http://www.linovel.net/book/102171.html,17.8万
清水鸩.,在末日之前，最后为你拉一曲琴，让这没有希望的爱，淹没在黑门之中。,幽桐支线【金色郁金香】,1.4万,6,2018-08-17 08:58,"
                        
                            已完结                    ",异界|永远的7日之都,2018-08-17 13:19,http://www.linovel.net/book/105308.html,6011
无序的磐锋,"前期的话···风格会有较大变化的不太好做介绍···所以就不介绍了，反正我也只是随便注册过来玩玩，写不写还不一定呐~（喂！）
好吧，我稍微写一个吧。
在很久很久以前（标准开头），主人公陈迹是一个平凡的高中生（标准设定）除了成绩差外一无是处（一看就知道作者本人成绩就不怎么好···）。他过着极其平凡的生活······差不多了吧（什么叫“差不多了吧”这种轻描淡写的敷衍语气是怎么回事！话说除了主角的名字和主角是干什么的就什么都没交代了啊！）
就酱，请大家多多关照本书！",年少的降临,10.6万,63,2017-01-19 14:52,"
                        
                            连载中                    ",战斗|恋爱|校园,2018-08-17 14:03,http://www.linovel.net/book/101529.html,2.9万
Z+老爹,"世界大战结束了十年,枪火熄灭，号声渐寂的边城之中。
一名落魄的小说作家;
一名十三岁的小神甫;
一名试图自杀的少女。
三人的相遇,重又揭开旧日的伤痕。
——掩盖的事，没有不露出来的。
在旧日战火二十亿的命运重奏中,那是怎样的真相？
人的意志，真的可以超越光阴的重力吗？
遥远的朝圣路，通向一场关于战争与命运的探求。
",弥撒·托尔莉雅,110.2万,744,2017-04-20 14:46,"
                        
                            连载中                    ",日常|治愈,2018-08-17 16:52,http://www.linovel.net/book/101761.html,15.5万
面具先生,"永远的7日之都
雷克特的同人故事
热爱少主的同胞们看过来哦~",跨越十年的来客,1.1万,8,2018-08-17 16:45,"
                        
                            连载中                    ",科幻|超能力|同人|永远的7日之都,2018-08-17 17:24,http://www.linovel.net/book/105314.html,3787
yimu,"永七投稿
我永远喜欢安.jpg
虽然是新的安线但是主角不是安哦
应该说是以安的背景为主题的主线
人造神器使的背景，神器双剑的故事",虚幻的时间,1.2万,13,2018-08-09 08:53,"
                        
                            已完结                    ",幻想|异界|超能力|永远的7日之都,2018-08-17 18:05,http://www.linovel.net/book/105116.html,1.2万
轻殇,"知道mc2吗？本故事围绕着主角穿越到mc2所引发的一系列变化的热血冒险故事。
纯日轻小说风格（自己是这么认为的，嘻嘻。。。）。因为喜欢轻小说，所以才想着写一本试试看的，失望大家不要嫌弃来捧个场我会很高兴的哦。
最后，我会努力的，请大家期待吧。",在mc世界里寻求后宫果然没搞错吧,1.4万,17,2018-08-09 10:56,"
                        
                            连载中                    ",幻想|战斗|后宫,2018-08-17 19:15,http://www.linovel.net/book/105123.html,2万
暮雨夜风,当曾经的梦魇又再度来袭之时，少女会做出怎么样的选择呢？,艾莉兹—复苏的梦魇,1万,5,2018-08-15 17:32,"
                        
                            已完结                    ",幻想|战斗|恋爱|永远的7日之都,2018-08-15 17:34,http://www.linovel.net/book/105279.html,1.1万
夜雀的歌,虽说是运动会，但只有三个项目。毕竟，这是七日的运动会啊。 就这样吧。 ,七日运动会,1万,9,2018-08-14 16:34,"
                        
                            连载中                    ",搞笑|日常|治愈|永远的7日之都,2018-08-15 17:54,http://www.linovel.net/book/105248.html,8351
Y.C.koi,Y高中的绝对完美美少女羽瑛樱，却在一个神秘转校生的到来后“失宠”，还意外觉醒了百合属性？从窗户飞进的铠甲少女，将少女们带到神秘的异世界——塔里亚大陆。少女们在异世界摸爬滚打，竟创立了名为“沧百合”的公会？相爱相杀的百合日常背后，却是……,塔里亚异界的百合研究公会,<1万,0,2018-08-15 17:52,"
                        
                            连载中                    ",恋爱|异界|百合,2018-08-15 18:08,http://www.linovel.net/book/105281.html,3492
南尼喜嘛斯嘎,仅仅是少女佣兵的往事罢了……,战场上的Merry Christmas,4.1万,15,2018-08-15 18:11,"
                        
                            连载中                    ",幻想|战斗|永远的7日之都,2018-08-15 18:15,http://www.linovel.net/book/105282.html,1.3万
净心,《晴空与阴空》短篇小说 。,《晴空与阴空》短篇小说  在那之前的故事,11.1万,76,2018-05-23 12:50,"
                        
                            连载中                    ",同人,2018-08-15 19:35,http://www.linovel.net/book/104326.html,6万
残念小鸡蛋,"新学期第一天就转角撞上名美少女，你以为这就能顺利展开恋爱喜剧了吗？
家里有聪明可爱的一抹多，你以为就能展开德国骨科路线了吗？
学校中归宅部的坚定成员近藤政宗，虽然成绩、体力皆属中上水平，但却因自身性格使然成为孤身一人。在一次意外中，他被全校第一美少女半胁迫地加入了名为电子竞技社的网游社团，之后又陆续有着新面孔加入，几人关系究竟将如何发展，近藤政宗的扭曲性格又能否得到纠正？",如果有恋爱喜剧就好了,<1万,1,2018-08-14 11:32,"
                        
                            连载中                    ",恋爱|校园|后宫,2018-08-15 20:57,http://www.linovel.net/book/105245.html,2692
牧牧牧牧翎,"永远的七日之都 同人 雯梓。
呃本来是用来参加活动的，写着写着就超过字数限制了。算了，就这样吧。会写完的。活动的文我另外写。。。",灼桃,4.8万,35,2018-08-08 17:21,"
                        
                            已完结                    ",同人|永远的7日之都,2018-08-15 22:47,http://www.linovel.net/book/105082.html,2.4万
灯雨黄昏,永远的7日之都，征文比赛参赛作品,永远的7日之都：丽的溯梦之旅,1.7万,9,2018-08-15 23:23,"
                        
                            已完结                    ",幻想|战斗|治愈|永远的7日之都,2018-08-15 23:26,http://www.linovel.net/book/105291.html,1万
coca,东方古街一个看似普通的万葬屋店主本身就充满谜团，其实背后还隐藏着更大的秘密？！和钟老板结婚（不是），充满恋爱气息的7天开始了。,永远的7日之都 钟老板同人主线he+be,1万,6,2018-08-15 23:42,"
                        
                            连载中                    ",同人|永远的7日之都,2018-08-15 23:52,http://www.linovel.net/book/105292.html,3508
别黑千夏了,七日之都——神器使安的故事,唯有时光有安时,1.1万,7,2018-08-15 23:55,"
                        
                            连载中                    ",幻想|战斗|恋爱|永远的7日之都,2018-08-15 23:57,http://www.linovel.net/book/105294.html,1.2万
神明的眼睛,嘛，其实就是随便乱写的,永远的七日之都。。。。。。,2.8万,12,2018-08-08 21:32,"
                        
                            连载中                    ",战斗|恋爱|异界|永远的7日之都,2018-08-16 01:49,http://www.linovel.net/book/105100.html,6080
千岛目崎野（人类）,本书情节大部分取于真实事件，以及将宿舍门牌擅自换成“205”的沙雕室友们的弱智事件——要是不这么说的话也不算我的日常生活演播室了。我本人倒是在学校里做着类似自营电台的事，所以才说是演播室。而内容是日常生活，所以取材也是日常的琐碎小事。,日常生活演播室。,<1万,7,2018-08-14 03:01,"
                        
                            连载中                    ",恋爱|日常|校园|2018轻之文库创想物语大赏1st,2018-08-16 10:40,http://www.linovel.net/book/105242.html,4246
